TRANSMITTER,DETECTEDID,DATETIME,X,Y,D,LAT,LON,n,HPE,HPEm,TEMP,DEPTH,ACCEL,DRX,URX,geometry,TIMEDELTA,speed,prev_pt,direction,turning_angle,state
2020-20,A69-9006-7853,5/21/2020 21:51,4602.06,5793.15,-0.607,34.406239,-119.553536,1,3.5,,,-0.6065,,In_C Off_D OS2,In_C Off_D OS2,POINT (-119.553536 34.406239),0 days 00:01:00,1.0463918318504615,POINT (-119.554185 34.406415),108.19501841011271,3.804247475381544,5
2020-20,A69-9006-7853,5/21/2020 21:52,4653.12,5772.62,-0.607,34.406054,-119.552981,2,3.2,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D OS2,POINT (-119.552981 34.406054),0 days 00:01:00,0.9166718463001445,POINT (-119.553536 34.406239),111.99926588549425,-43.107828099463234,2
2020-20,A69-9006-7853,5/21/2020 21:53,4692.34,5787.74,-0.607,34.40619,-119.552554,7,2.9,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.552554 34.40619),0 days 00:01:00,0.7009745880213791,POINT (-119.552981 34.406054),68.89143778603102,23.84043765191177,5
2020-20,A69-9006-7853,5/21/2020 21:54,4727.39,5786.08,-0.607,34.406175,-119.552173,1,3.9,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.552173 34.406175),0 days 00:01:00,0.5844946850499784,POINT (-119.552554 34.40619),92.73187543794279,6.34693485282429,5
2020-20,A69-9006-7853,5/21/2020 21:55,4764.36,5780.12,-0.607,34.406122,-119.551771,6,3.4,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551771 34.406122),0 days 00:01:00,0.6237612569309127,POINT (-119.552173 34.406175),99.07881029076708,9.636314526782996,5
2020-20,A69-9006-7853,5/21/2020 21:56,4832.14,5757.34,-0.607,34.405916,-119.551034,1,4.3,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551034 34.405916),0 days 00:01:00,1.1918556606803006,POINT (-119.551771 34.406122),108.71512481755008,-29.22506059227078,2
2020-20,A69-9006-7853,5/21/2020 21:57,4868.16,5764.03,-0.607,34.405976,-119.550642,5,4.0,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.550642 34.405976),0 days 00:01:00,0.6108510519563747,POINT (-119.551034 34.405916),79.4900642252793,-94.70959519946382,1
2020-20,A69-9006-7853,5/21/2020 21:58,4859.7,5794.93,-0.455,34.406255,-119.550734,1,8.1,,,-0.4549,,In_D Off_C Off_D OS2,In_D Off_C Off_D,POINT (-119.550734 34.406255),0 days 00:01:00,0.5347417630751047,POINT (-119.550642 34.405976),344.7804690258155,-101.93902032983004,9
2020-20,A69-9006-7853,5/21/2020 21:59,4822.53,5775.95,-0.607,34.406084,-119.551138,5,3.7,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551138 34.406084),0 days 00:01:00,0.6951346864329504,POINT (-119.550734 34.406255),242.84144869598543,45.410637593847866,0
2020-20,A69-9006-7853,5/21/2020 22:00,4783.06,5788.91,-0.607,34.406201,-119.551568,6,3.5,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551568 34.406201),0 days 00:01:00,0.6935208846552817,POINT (-119.551138 34.406084),288.2520862898333,4.908311633092353,5
2020-20,A69-9006-7853,5/21/2020 22:01,4751.71,5802.21,-0.607,34.406321,-119.551908,6,3.4,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551908 34.406321),0 days 00:01:00,0.5662785224417923,POINT (-119.551568 34.406201),293.16039792292565,-22.919107707974717,2
2020-20,A69-9006-7853,5/21/2020 22:03,4698.8,5802.42,-0.607,34.406323,-119.552484,5,3.4,,,-0.6065,,In_C In_D Off_D Off_E OS2,In_C In_D Off_D Off_E OS2,POINT (-119.552484 34.406323),0 days 00:02:00,0.4413282972801794,POINT (-119.551908 34.406321),270.24129021495094,-36.224922527848975,2
2020-20,A69-9006-7853,5/21/2020 22:04,4658.93,5773.6,-0.607,34.406063,-119.552918,13,2.7,,,-0.6065,,In_C In_D Off_C Off_D Off_E OS2,In_C In_D Off_C Off_D Off_E OS2,POINT (-119.552918 34.406063),0 days 00:01:00,0.8205869410024706,POINT (-119.552484 34.406323),234.01636768710196,36.86944942737878,5
2020-20,A69-9006-7853,5/21/2020 22:05,4622.81,5774.22,-0.607,34.406068,-119.55331,4,2.9,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.55331 34.406068),0 days 00:01:00,0.600764536759812,POINT (-119.552918 34.406063),270.88581711448074,-4.592486919035196,2
2020-20,A69-9006-7853,5/21/2020 22:07,4581.57,5771.53,-0.607,34.406044,-119.553759,1,3.2,,,-0.6065,,In_C Off_C OS2,In_C Off_C OS2,POINT (-119.553759 34.406044),0 days 00:02:00,0.3447342549828125,POINT (-119.55331 34.406068),266.29333019544555,64.73061978208017,0
2020-20,A69-9006-7853,5/21/2020 22:08,4563.34,5804.26,-0.607,34.406339,-119.553957,7,2.7,,,-0.6065,,In_B In_C Off_C Off_D OS2,In_B In_C Off_C Off_D OS2,POINT (-119.553957 34.406339),0 days 00:01:00,0.6241188929883584,POINT (-119.553759 34.406044),331.0239499775257,-31.144634834060867,2
2020-20,A69-9006-7853,5/21/2020 22:09,4520.88,5828.55,-0.607,34.406558,-119.554419,4,2.8,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.554419 34.406558),0 days 00:01:00,0.8155622211798477,POINT (-119.553957 34.406339),299.87931514346485,38.00258844916641,5
2020-20,A69-9006-7853,5/21/2020 22:11,4502.47,5873.59,-0.607,34.406964,-119.554619,4,2.8,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.554619 34.406964),0 days 00:02:00,0.4053897881274632,POINT (-119.554419 34.406558),337.88190359263126,9.666682835986535,2
2020-20,A69-9006-7853,5/21/2020 22:24,4444.98,6133.09,-0.455,34.409303,-119.555245,4,4.0,,,-0.4549,,In_B In_C Off_B Off_C,In_B In_C Off_B Off_C,POINT (-119.555245 34.409303),0 days 00:13:00,0.34073275360680916,POINT (-119.554619 34.406964),347.5485864286178,-168.9745578320825,1
2020-20,A69-9006-7853,5/21/2020 22:25,4446.22,6081.59,-0.607,34.408839,-119.555231,2,3.5,,,-0.6065,,In_B In_C Off_C OS2,In_B In_C Off_C OS2,POINT (-119.555231 34.408839),0 days 00:01:00,0.858125282971783,POINT (-119.555245 34.409303),178.5740285965353,19.93797006202709,0
2020-20,A69-9006-7853,5/21/2020 22:27,4418.13,5997.96,-0.607,34.408085,-119.555537,1,3.1,,,-0.6065,,In_B In_C Off_C,In_B In_C Off_C,POINT (-119.555537 34.408085),0 days 00:02:00,0.7353822014674912,POINT (-119.555231 34.408839),198.5119986585624,-37.37827950495381,2
2020-20,A69-9006-7853,5/21/2020 22:29,4444.92,5919.76,-0.607,34.40738,-119.555245,1,3.4,,,-0.6065,,In_C Off_C OS2,In_C Off_C OS2,POINT (-119.555245 34.40738),0 days 00:02:00,0.6890436417916025,POINT (-119.555537 34.408085),161.13371915360858,-27.225195834565966,2
2020-20,A69-9006-7853,5/21/2020 22:30,4479.77,5886.3,-0.607,34.407079,-119.554866,4,2.9,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.554866 34.407079),0 days 00:01:00,0.8043487613626524,POINT (-119.555245 34.40738),133.90852331904262,-6.457992280501173,2
2020-20,A69-9006-7853,5/21/2020 22:34,4606.98,5789.37,-0.607,34.406205,-119.553483,7,2.7,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.553483 34.406205),0 days 00:04:00,0.6662561894365742,POINT (-119.554866 34.407079),127.45053103854144,-178.56703484687228,1
2020-20,A69-9006-7853,5/21/2020 22:35,4583.89,5807.96,-0.607,34.406372,-119.553734,4,2.9,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.553734 34.406372),0 days 00:01:00,0.493221019973898,POINT (-119.553483 34.406205),308.88349619166917,33.21841918987508,9
2020-20,A69-9006-7853,5/21/2020 22:36,4572.12,5844.17,-0.607,34.406699,-119.553862,1,3.2,,,-0.6065,,In_C Off_C OS2,In_C Off_C OS2,POINT (-119.553862 34.406699),0 days 00:01:00,0.6355893110173512,POINT (-119.553734 34.406372),342.10191538154425,-145.45467006883734,4
2020-20,A69-9006-7853,5/21/2020 22:38,4567.1,5827.69,-0.607,34.40655,-119.553916,2,2.9,,,-0.6065,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,POINT (-119.553916 34.40655),0 days 00:02:00,0.14381760634793564,POINT (-119.553862 34.406699),196.6472453127069,-66.59151032845938,9
2020-20,A69-9006-7853,5/21/2020 22:39,4603.5,5797.29,-0.607,34.406276,-119.553521,1,3.6,,,-0.6065,,In_C Off_D OS2,In_C Off_D OS2,POINT (-119.553521 34.406276),0 days 00:01:00,0.7893010160529284,POINT (-119.553916 34.40655),130.05573498424752,64.78740852055475,9
2020-20,A69-9006-7853,5/21/2020 22:42,4598.62,5778.99,-0.607,34.406111,-119.553574,12,2.5,,,-0.6065,,In_B In_C In_D Off_C Off_D OS2,In_B In_C In_D Off_C Off_D OS2,POINT (-119.553574 34.406111),0 days 00:03:00,0.10522763681545969,POINT (-119.553521 34.406276),194.84314350480227,-60.108111761211745,9
2020-20,A69-9006-7853,5/21/2020 22:43,4621.71,5756.05,-0.607,34.405905,-119.553322,2,3.0,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D OS2,POINT (-119.553322 34.405905),0 days 00:01:00,0.5423773554407131,POINT (-119.553574 34.406111),134.73503174359053,-80.15047246688766,9
2020-20,A69-9006-7853,5/21/2020 22:44,4670.0,5790.28,-0.607,34.406213,-119.552797,2,3.3,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D OS2,POINT (-119.552797 34.406213),0 days 00:01:00,0.9856377021756143,POINT (-119.553322 34.405905),54.58455927670286,117.45484074717194,4
2020-20,A69-9006-7853,5/21/2020 22:45,4672.76,5770.67,-0.607,34.406036,-119.552767,4,3.1,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.552767 34.406036),0 days 00:01:00,0.33045602032854215,POINT (-119.552797 34.406213),172.0394000238748,-142.82156061051268,4
2020-20,A69-9006-7853,5/21/2020 22:47,4685.73,5793.73,-0.607,34.406244,-119.552626,7,2.9,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.552626 34.406244),0 days 00:02:00,0.22054930267019132,POINT (-119.552767 34.406036),29.217839413362128,-175.0915017851926,4
2020-20,A69-9006-7853,5/21/2020 22:48,4683.63,5790.58,-0.607,34.406216,-119.552649,2,3.4,,,-0.6065,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,POINT (-119.552649 34.406216),0 days 00:01:00,0.06262613802135629,POINT (-119.552626 34.406244),214.12633762816952,173.17103135943557,4
2020-20,A69-9006-7853,5/21/2020 22:49,4697.62,5817.53,-0.607,34.406459,-119.552497,4,3.6,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.552497 34.406459),0 days 00:01:00,0.5060550784966984,POINT (-119.552649 34.406216),27.29736898760507,110.2592675789503,4
2020-20,A69-9006-7853,5/21/2020 22:51,4706.1,5808.31,-0.607,34.406376,-119.552405,7,3.1,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.552405 34.406376),0 days 00:02:00,0.10419056811188265,POINT (-119.552497 34.406459),137.55663656655537,42.67172954815982,9
2020-20,A69-9006-7853,5/21/2020 22:52,4705.94,5785.41,-0.607,34.406169,-119.552406,7,3.0,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.552406 34.406169),0 days 00:01:00,0.3827106894802793,POINT (-119.552405 34.406376),180.2283661147152,-44.72449998784043,2
2020-20,A69-9006-7853,5/21/2020 22:54,4718.05,5773.22,-0.607,34.406059,-119.552275,3,4.1,,,-0.6065,,In_C Off_C Off_D OS2,In_C Off_C Off_D OS2,POINT (-119.552275 34.406059),0 days 00:02:00,0.1428785490470698,POINT (-119.552406 34.406169),135.50386612687475,-123.1570321432975,4
2020-20,A69-9006-7853,5/21/2020 22:56,4719.19,5778.59,-0.607,34.406108,-119.552262,6,3.1,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.552262 34.406108),0 days 00:02:00,0.0463785175277724,POINT (-119.552275 34.406059),12.346833983577255,153.01097040383667,4
2020-20,A69-9006-7853,5/21/2020 22:58,4720.97,5771.91,-0.607,34.406048,-119.552243,6,3.1,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.552243 34.406048),0 days 00:02:00,0.05734349286273298,POINT (-119.552262 34.406108),165.35780438741392,-50.05099898276637,9
2020-20,A69-9006-7853,5/21/2020 22:59,4758.16,5754.47,-0.607,34.40589,-119.551838,1,3.9,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551838 34.40589),0 days 00:01:00,0.6859258259383978,POINT (-119.552243 34.406048),115.30680540464755,-18.173078167571134,9
2020-20,A69-9006-7853,5/21/2020 23:02,4792.03,5750.23,-0.607,34.405852,-119.55147,5,3.4,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.55147 34.405852),0 days 00:03:00,0.18942569923301575,POINT (-119.551838 34.40589),97.13372723707641,154.26949669202713,4
2020-20,A69-9006-7853,5/21/2020 23:03,4761.19,5739.86,-0.607,34.405759,-119.551805,1,3.8,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551805 34.405759),0 days 00:01:00,0.5413789949121595,POINT (-119.55147 34.405852),251.40322392910355,-117.91982240425602,9
2020-20,A69-9006-7853,5/21/2020 23:09,4798.02,5705.16,-0.455,34.405446,-119.551405,1,3.8,,,-0.4549,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551405 34.405446),0 days 00:06:00,0.14049410666132725,POINT (-119.551805 34.405759),133.48340152484752,-63.02777169307109,9
2020-20,A69-9006-7853,5/21/2020 23:10,4820.0,5712.99,-0.607,34.405516,-119.551166,1,3.9,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551166 34.405516),0 days 00:01:00,0.38843527685303125,POINT (-119.551405 34.405446),70.45562983177643,4.021259495477807,9
2020-20,A69-9006-7853,5/21/2020 23:15,4837.66,5717.85,-0.607,34.40556,-119.550974,1,4.1,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.550974 34.40556),0 days 00:05:00,0.06105158798339448,POINT (-119.551166 34.405516),74.47688932725424,-75.80826371762362,2
2020-20,A69-9006-7853,5/21/2020 23:16,4837.28,5733.58,-0.607,34.405702,-119.550978,5,3.6,,,-0.6065,,In_C In_D Off_D Off_E OS2,In_C In_D Off_D Off_E OS2,POINT (-119.550978 34.405702),0 days 00:01:00,0.2626052489555263,POINT (-119.550974 34.40556),358.6686256096306,-140.74196938602688,4
2020-20,A69-9006-7853,5/21/2020 23:19,4798.23,5683.72,-0.607,34.405252,-119.551403,4,3.3,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D,POINT (-119.551403 34.405252),0 days 00:03:00,0.3521879488410605,POINT (-119.550978 34.405702),217.92665622360374,31.999328667089543,9
2020-20,A69-9006-7853,5/21/2020 23:20,4761.63,5670.39,-0.607,34.405132,-119.551801,4,3.1,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D,POINT (-119.551801 34.405132),0 days 00:01:00,0.6489933378784638,POINT (-119.551403 34.405252),249.9259848906933,98.39787498489613,4
2020-20,A69-9006-7853,5/21/2020 23:22,4749.46,5728.78,-0.607,34.405659,-119.551933,6,3.1,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551933 34.405659),0 days 00:02:00,0.4975540011822229,POINT (-119.551801 34.405132),348.32385987558945,31.418216777890677,9
2020-20,A69-9006-7853,5/21/2020 23:23,4758.4,5753.53,-0.607,34.405882,-119.551836,2,4.0,,,-0.6065,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,POINT (-119.551836 34.405882),0 days 00:01:00,0.4382652074336756,POINT (-119.551933 34.405659),19.742076653480126,66.74947199828694,9
2020-20,A69-9006-7853,5/21/2020 23:25,4782.0,5754.97,-0.607,34.405895,-119.551579,10,3.1,,,-0.6065,,In_C In_D Off_C Off_D Off_E OS2,In_C In_D Off_C Off_D Off_E OS2,POINT (-119.551579 34.405895),0 days 00:02:00,0.19727775895261215,POINT (-119.551836 34.405882),86.49154865176706,103.47882068864948,4
2020-20,A69-9006-7853,5/21/2020 23:28,4775.12,5715.89,-0.607,34.405543,-119.551654,5,3.2,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551654 34.405543),0 days 00:03:00,0.2202860323411626,POINT (-119.551579 34.405895),189.97036934041654,137.96991092298043,4
2020-20,A69-9006-7853,5/21/2020 23:32,4756.03,5746.28,-0.607,34.405817,-119.551862,6,3.2,,,-0.6065,,In_C In_D Off_C Off_D OS2,In_C In_D Off_C Off_D OS2,POINT (-119.551862 34.405817),0 days 00:04:00,0.14962777080610745,POINT (-119.551654 34.405543),327.94028026339697,145.07070517811968,4
2020-20,A69-9006-7853,5/21/2020 23:34,4790.14,5731.89,-0.607,34.405687,-119.551491,1,3.9,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551491 34.405687),0 days 00:02:00,0.3086166520509555,POINT (-119.551862 34.405817),113.01098544151665,73.91967055363216,4
2020-20,A69-9006-7853,5/21/2020 23:40,4782.71,5671.68,-0.607,34.405144,-119.551571,1,5.3,,,-0.6065,,In_D Off_C Off_D OS2,In_D Off_C Off_D,POINT (-119.551571 34.405144),0 days 00:06:00,0.16856189855177653,POINT (-119.551491 34.405687),186.9306559951488,-91.85250788931745,9
2020-20,A69-9006-7853,5/21/2020 23:41,4827.86,5667.64,-0.607,34.405108,-119.55108,1,3.8,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.55108 34.405108),0 days 00:01:00,0.7553456664893624,POINT (-119.551571 34.405144),95.07814810583136,-20.418640659375114,9
2020-20,A69-9006-7853,5/21/2020 23:42,4850.19,5673.79,-0.607,34.405163,-119.550837,1,6.2,,,-0.6065,,In_D Off_C Off_D OS2,In_D Off_C Off_D,POINT (-119.550837 34.405163),0 days 00:01:00,0.3860070142883109,POINT (-119.55108 34.405108),74.65950744645625,-143.53549042135091,4
2020-20,A69-9006-7853,5/21/2020 23:46,4785.08,5698.81,-0.607,34.405389,-119.551546,1,3.7,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551546 34.405389),0 days 00:04:00,0.2910111702548379,POINT (-119.550837 34.405163),291.12401702510533,53.498666603358345,9
2020-20,A69-9006-7853,5/21/2020 23:50,4783.94,5702.85,-0.607,34.405425,-119.551558,1,3.7,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551558 34.405425),0 days 00:04:00,0.017262840723977855,POINT (-119.551546 34.405389),344.6226836284637,122.72999721871548,4
2020-20,A69-9006-7853,5/21/2020 23:55,4831.0,5688.18,-0.607,34.405293,-119.551046,4,4.3,,,-0.6065,,In_D Off_C Off_D Off_E OS2,In_D Off_C Off_D Off_E OS2,POINT (-119.551046 34.405293),0 days 00:05:00,0.16433294862008138,POINT (-119.551558 34.405425),107.35268084717916,-166.0223410097871,4
2020-20,A69-9006-7853,5/21/2020 23:56,4810.52,5700.62,-0.607,34.405405,-119.551269,2,4.8,,,-0.6065,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,POINT (-119.551269 34.405405),0 days 00:01:00,0.3995656763486425,POINT (-119.551046 34.405293),301.33033983739205,115.37659724706845,4
2020-20,A69-9006-7853,5/21/2020 23:57,4835.76,5717.13,-0.607,34.405554,-119.550994,5,3.5,,,-0.6065,,In_C In_D Off_D Off_E OS2,In_C In_D Off_D Off_E OS2,POINT (-119.550994 34.405554),0 days 00:01:00,0.5034592796405025,POINT (-119.551269 34.405405),56.70693708446049,-141.69851577270276,4
2020-20,A69-9006-7853,5/21/2020 23:59,4745.5,5725.0,-0.607,34.405625,-119.551976,1,3.6,,,-0.6065,,In_C In_D Off_D OS2,In_C In_D Off_D,POINT (-119.551976 34.405625),0 days 00:02:00,0.7552606390738156,POINT (-119.550994 34.405554),275.00842131175773,22.896677847464616,5
2020-20,A69-9006-7853,5/22/2020 0:00,4704.72,5746.56,-0.607,34.405819,-119.55242,2,3.5,,,-0.6065,,In_C In_D Off_C OS2,In_C In_D Off_C OS2,POINT (-119.55242 34.405819),0 days 00:01:00,0.7691314232527001,POINT (-119.551976 34.405625),297.90509915922235,0.0,5
